target,view,n_guides,n_donors,E_t,R_guide,R_donor_shrunk,R_dep,S_t
DYNC1LI1,Stim48hr,2,4,0.1952,0.0318,0.0262,0.0146,0.0028
CUX2,Stim48hr,2,4,0.1805,0.0305,0.0317,0.0158,0.0028
ERBIN,Stim48hr,2,4,0.1605,0.03,0.0417,0.0177,0.0028
AGO3,Stim48hr,2,4,0.1467,0.0295,0.0535,0.0194,0.0028
GNB5,Stim48hr,2,4,0.1568,0.0299,0.0439,0.0181,0.0028
SLC12A2,Stim48hr,2,4,0.1407,0.048,0.0337,0.0202,0.0028
KLF11,Stim48hr,2,4,0.2818,0.0474,0.0126,0.0101,0.0028
PPID,Stim48hr,2,4,0.1458,0.0369,0.0396,0.0195,0.0028
TMBIM1,Stim48hr,2,4,0.1491,0.0337,0.0419,0.019,0.0028
ZNF623,Stim48hr,2,4,0.1397,0.0474,0.0342,0.0203,0.0028
FHIP2B,Stim48hr,2,3,0.1633,0.0274,0.0451,0.0173,0.0028
HKDC1,Stim48hr,2,4,0.1585,0.0343,0.0359,0.0178,0.0028
TMEM41B,Stim48hr,2,4,0.2221,0.0231,0.0276,0.0127,0.0028
RNF214,Stim48hr,2,4,0.1512,0.0308,0.0454,0.0187,0.0028
CCDC191,Stim48hr,2,4,0.151,0.0361,0.0374,0.0187,0.0028
CHCHD1,Stim48hr,2,4,0.1671,0.0326,0.0338,0.0169,0.0028
CALR,Stim48hr,2,4,0.1746,0.0338,0.0301,0.0162,0.0028
MTA3,Stim48hr,2,4,0.1826,0.0255,0.0376,0.0154,0.0028
MMP3,Stim48hr,2,4,0.149,0.0329,0.0426,0.0189,0.0028
MDFIC,Stim48hr,2,4,0.1401,0.0298,0.0582,0.0201,0.0028
TAP2,Stim48hr,2,4,0.146,0.0369,0.0388,0.0193,0.0028
SCGB2B2,Stim48hr,2,4,0.1665,0.0333,0.0333,0.0169,0.0028
ZNF165,Stim48hr,2,4,0.1443,0.0656,0.027,0.0195,0.0028
MYO15A,Stim48hr,2,4,0.1569,0.0298,0.0431,0.0179,0.0028
ZNF232,Stim48hr,2,4,0.1568,0.0266,0.0521,0.0179,0.0028
ST3GAL5,Stim48hr,2,4,0.1464,0.0566,0.0281,0.0192,0.0028
C1QB,Stim48hr,2,4,0.1642,0.0415,0.0282,0.0171,0.0028
SPPL2A,Stim48hr,2,4,0.1405,0.0403,0.0379,0.0199,0.0028
CD37,Stim48hr,2,4,0.1541,0.0261,0.0563,0.0182,0.0028
